run_id,configuration,configuration_label,task_order,task_order_label,seed,lora_parameters,trainable_percent,base_ifeval,stage1_ifeval,stage2_ifeval,base_gsm8k,stage1_gsm8k,stage2_gsm8k,first_task,first_task_gain,first_task_bwt,first_task_forgetting,final_ifeval_net,final_gsm8k_net,mean_final_net,mean_calibration_nll_improvement_percent,utility,training_time_seconds,peak_memory_gib
early_heavy-ifeval_to_math-seed42-7043bd9cbf59d5d8,early_heavy,Early-heavy,ifeval_to_math,IFEval→Math,42,5898240,0.14663234383655382,80.0369685767098,77.63401109057301,75.78558225508318,88.09704321455648,88.09704321455648,87.79378316906748,ifeval,-2.402957486136785,-1.8484288354898268,1.8484288354898268,-4.251386321626612,-0.3032600454889973,-2.2773231835578045,14.43771395816366,-4.554646367115609,842.4639883381315,9.627793788909912
early_heavy-math_to_ifeval-seed42-7043bd9cbf59d5d8,early_heavy,Early-heavy,math_to_ifeval,Math→IFEval,42,5898240,0.14663234383655382,80.0369685767098,79.85212569316081,77.63401109057301,88.09704321455648,86.6565579984837,86.2016679302502,math,-1.4404852160727728,-0.4548900682335102,0.4548900682335102,-2.402957486136785,-1.895375284306283,-2.149166385221534,14.59360251522034,-4.298332770443068,841.2726163329789,11.077012538909912
late_heavy-ifeval_to_math-seed42-1f68a175096d58c1,late_heavy,Late-heavy,ifeval_to_math,IFEval→Math,42,5898240,0.14663234383655382,80.0369685767098,77.63401109057301,74.4916820702403,88.09704321455648,87.49052312357847,86.88400303260046,ifeval,-2.402957486136785,-3.14232902033271,3.14232902033271,-5.545286506469495,-1.2130401819560177,-3.379163344212756,14.432665344701185,-6.758326688425512,840.2857012118911,13.946187496185303
late_heavy-math_to_ifeval-seed42-1f68a175096d58c1,late_heavy,Late-heavy,math_to_ifeval,Math→IFEval,42,5898240,0.14663234383655382,80.0369685767098,80.40665434380776,78.18853974121997,88.09704321455648,86.12585291887794,86.2016679302502,math,-1.9711902956785394,0.07581501137225644,-0.07581501137225644,-1.8484288354898268,-1.895375284306283,-1.871902059898055,14.6606737002151,-3.928647003345091,840.0673584239557,16.844141006469727
middle_heavy-ifeval_to_math-seed42-8444d199961fdebe,middle_heavy,Middle-heavy,ifeval_to_math,IFEval→Math,42,5898240,0.14663234383655382,80.0369685767098,76.89463955637709,74.86136783733826,88.09704321455648,88.32448824867323,88.40030326004549,ifeval,-3.14232902033271,-2.0332717190388223,2.0332717190388223,-5.175600739371532,0.30326004548901153,-2.4361703469412603,14.444181245906423,-5.023970716627026,840.1991458509583,8.150289058685303
middle_heavy-math_to_ifeval-seed42-8444d199961fdebe,middle_heavy,Middle-heavy,math_to_ifeval,Math→IFEval,42,5898240,0.14663234383655382,80.0369685767098,79.48243992606285,76.89463955637709,88.09704321455648,87.18726307808946,87.26307808946171,math,-0.9097801364670204,0.07581501137225644,-0.07581501137225644,-3.14232902033271,-0.833965125094764,-1.988147072713737,14.784806984160483,-3.976294145427474,839.975739810965,11.048242568969727
uniform-ifeval_to_math-seed42-e0102e4958087b5e,uniform,Uniform,ifeval_to_math,IFEval→Math,42,5898240,0.14663234383655382,80.0369685767098,76.70979667282809,75.97042513863217,88.09704321455648,87.86959818043972,87.41470811220621,ifeval,-3.3271719038817054,-0.739371534195925,0.739371534195925,-4.06654343807763,-0.6823351023502653,-2.374439270213948,14.508120457122008,-4.748878540427896,841.7923706889851,6.732306957244873
uniform-math_to_ifeval-seed42-e0102e4958087b5e,uniform,Uniform,math_to_ifeval,Math→IFEval,42,5898240,0.14663234383655382,80.0369685767098,80.22181146025878,76.15526802218115,88.09704321455648,86.42911296436695,86.73237300985595,math,-1.667930250189528,0.3032600454889973,-0.3032600454889973,-3.881700554528649,-1.3646702047005306,-2.62318537961459,14.750972799596388,-5.33879220100367,841.5855143950321,6.732320785522461
